Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85	Mean86	Mean87	Mean88	Mean89	Mean90	Mean91	Mean92	Mean93	Mean94	Mean95	Mean96	Mean97	Mean98	Mean99	Mean100	Mean101	Mean102	Mean103	Mean104	Mean105	Mean106	Mean107	Mean108	Mean109	Mean110	Mean111	Mean112	Mean113	Mean114	Mean115	Mean116	Mean117	Mean118	Mean119	Mean120	Mean121	Mean122	Mean123	Mean124	Mean125	Mean126	Mean127	Mean128	Mean129	Mean130	Mean131	Mean132	Mean133	Mean134	Mean135	Mean136	Mean137	Mean138	Mean139	Mean140	Mean141	Mean142	Mean143	Mean144	Mean145	Mean146
56.000	81.888	95.029	94.015	97.734	116.388	111.366	127.086	122.962	96.613	139.507	102.262	86.417	92.893	121.782	106.716	91.892	133.324	53.226	90.433	64.102	83.889	91.380	64.920	64.417	61.833	79.556	57.500	61.183	137.044	123.637	108.754	69.521	63.548	145.500	53.990	55.903	49.773	49.324	47.766	38.000	55.195	46.931	49.180	56.220	47.545	68.104	48.898	74.670	65.000	72.817	68.029	70.910	67.868	77.306	58.649	47.702	40.268	135.485	70.340	80.819	69.125	73.986	65.027	44.952	43.831	42.949	45.545	65.510	64.260	66.205	64.300	74.944	82.698	85.239	157.816	90.892	150.500	199.217	97.356	89.191	75.030	75.484	54.163	58.118	52.403	62.955	76.777	78.149	109.876	67.653	75.545	124.029	89.990	80.691	141.198	90.809	96.961	79.101	80.310	106.990	94.880	115.186	77.750	115.288	97.679	139.938	91.917	146.517	118.514	104.653	81.240	99.006	92.723	100.927	62.607	41.019	49.558	42.747	55.858	61.364	61.295	57.365	73.409	59.243	57.489	73.830	67.366	41.480	56.935	45.370	52.632	70.643	90.568	72.500	56.741	50.571	48.566	47.060	50.186	40.492	39.812	52.367	126.034	204.905	137.311
59.059	85.215	96.629	102.612	97.797	119.039	115.170	131.086	126.538	100.171	146.217	108.095	86.708	90.387	124.462	110.642	91.069	131.471	54.043	90.033	67.153	85.465	100.315	69.960	62.306	70.056	89.639	60.100	62.038	136.242	125.418	112.551	69.371	66.833	153.630	56.441	52.097	46.898	48.225	45.383	38.895	52.427	49.723	49.697	57.250	46.339	68.085	51.082	73.409	67.452	75.324	66.857	76.225	67.360	77.684	52.865	49.968	40.312	132.443	71.313	77.847	61.875	70.700	65.571	46.000	43.657	44.436	44.688	66.000	63.660	67.709	64.920	75.611	80.991	89.394	152.714	89.442	157.904	193.957	100.300	91.315	75.167	75.828	50.000	59.745	52.065	59.071	77.233	77.416	110.793	66.886	75.143	120.471	88.354	83.557	142.396	94.303	99.961	79.835	78.224	104.469	93.602	116.386	77.434	113.824	92.981	140.792	91.298	140.914	120.423	97.898	79.635	97.273	95.940	109.463	62.155	40.333	47.078	43.516	52.950	61.808	61.964	57.615	80.247	61.874	54.174	69.830	60.802	38.660	56.426	46.000	53.368	75.161	93.676	76.423	57.388	50.014	47.447	49.030	47.763	38.966	40.667	51.133	128.103	202.274	138.757
58.922	83.393	95.957	99.687	99.114	117.903	118.509	133.486	128.413	104.640	148.203	113.381	91.556	93.360	124.449	111.537	93.078	133.324	55.828	101.278	74.492	86.424	97.046	71.413	65.528	70.370	88.306	61.650	59.827	139.923	122.000	112.130	69.564	62.857	148.717	55.059	53.194	49.409	49.059	45.436	40.763	56.390	48.385	52.067	57.000	45.733	68.640	49.503	75.009	63.129	73.451	66.600	68.618	66.868	76.082	54.432	46.787	38.777	128.825	68.173	78.708	65.042	69.129	64.578	44.845	43.121	44.282	43.554	65.930	64.040	67.449	63.480	73.667	80.241	85.917	153.122	85.258	165.731	188.855	101.478	92.281	73.273	75.115	55.372	57.471	50.078	60.152	76.019	78.000	112.929	67.916	75.234	120.886	85.061	78.979	147.072	96.292	96.098	82.570	82.207	102.653	94.338	118.841	79.338	113.954	95.019	135.167	90.231	132.517	116.928	93.571	82.802	97.039	94.229	106.268	64.333	43.389	51.052	42.769	55.100	61.202	60.857	58.854	79.043	60.350	60.402	72.106	59.554	36.350	58.222	46.110	50.211	74.393	90.270	73.385	59.612	50.514	49.987	46.493	52.017	38.203	42.354	52.867	125.845	196.488	134.514
60.882	85.224	99.029	97.119	99.899	122.379	120.795	127.614	127.990	100.667	149.435	114.595	91.875	94.600	134.551	112.874	94.657	139.412	56.376	99.178	73.475	85.848	98.750	69.080	66.083	68.185	89.694	56.775	58.173	137.835	122.846	113.725	68.343	60.905	143.696	52.824	54.972	49.625	48.147	47.064	44.526	53.427	51.100	51.000	56.583	47.248	68.579	49.707	74.278	64.161	74.042	66.857	72.831	66.706	79.194	56.108	50.830	38.098	131.763	70.627	78.708	58.583	68.186	64.810	44.214	43.787	43.487	42.625	65.545	60.230	67.220	64.620	67.833	81.474	90.055	153.857	86.658	164.404	192.348	96.322	90.899	71.932	76.025	51.372	60.873	50.429	60.920	76.680	75.515	108.888	67.263	74.675	119.629	87.566	81.402	146.658	94.067	103.255	80.215	83.034	105.092	94.429	121.062	80.316	111.980	96.321	138.146	86.000	133.207	119.820	97.122	81.312	98.221	96.012	113.829	62.679	42.722	50.779	45.703	53.675	63.455	59.920	58.688	80.366	60.835	58.598	78.596	69.901	34.940	58.435	41.630	52.132	70.714	89.189	78.962	58.059	47.700	48.855	43.537	50.593	37.017	41.000	49.433	127.862	188.893	131.041
62.118	86.168	94.786	101.761	104.266	121.184	121.161	128.586	128.231	100.712	155.159	115.119	92.069	91.907	150.827	111.895	91.725	135.059	58.720	103.356	72.983	86.909	97.278	70.227	67.694	63.519	88.333	59.350	60.452	134.000	127.308	115.768	69.521	64.286	152.370	54.637	55.181	50.795	51.745	49.053	39.368	54.744	50.738	49.944	56.833	48.164	69.451	51.143	76.991	65.484	75.859	71.257	73.090	68.316	80.459	55.108	50.096	39.830	136.835	69.080	80.417	66.333	71.557	66.265	43.214	42.942	44.333	45.661	68.210	60.890	65.685	64.600	68.056	81.957	86.422	149.612	88.458	163.904	183.638	101.122	90.854	74.250	77.541	48.698	59.147	51.130	61.107	75.311	79.733	111.290	68.958	76.591	118.743	92.677	78.309	144.072	97.427	102.255	79.734	78.879	101.714	94.947	125.503	80.485	114.379	94.283	132.885	85.289	127.586	121.991	97.429	80.906	99.805	98.096	128.317	63.655	42.259	51.195	44.297	55.092	71.434	58.616	59.302	84.624	66.515	59.250	74.872	69.436	39.060	58.343	43.616	51.658	74.143	91.324	76.808	58.412	50.657	47.487	46.567	51.254	40.169	44.062	51.800	125.034	187.024	130.108
57.784	82.888	97.786	106.731	100.823	119.204	120.205	134.500	127.442	103.297	159.449	112.071	91.569	92.613	163.667	112.726	91.392	132.353	60.237	99.600	67.797	85.879	97.491	70.040	64.417	69.667	86.028	61.775	59.904	138.495	125.615	114.580	68.957	65.500	149.739	56.333	55.958	50.989	48.471	47.096	39.132	55.000	50.808	48.933	58.121	46.127	69.646	51.020	77.435	68.516	77.437	72.171	74.124	70.566	81.786	58.838	50.064	37.732	141.433	71.913	79.333	69.250	71.529	64.442	44.548	43.174	41.795	44.545	67.133	60.930	67.031	63.440	75.083	82.414	86.807	156.122	89.108	167.808	177.435	99.289	90.348	73.985	74.615	53.070	59.029	51.390	59.357	76.573	78.683	111.402	69.329	75.935	113.186	94.465	80.691	146.441	94.753	99.980	79.696	77.914	102.480	94.902	123.531	80.360	114.327	96.604	133.615	83.512	125.086	119.694	92.755	79.344	102.851	96.880	125.537	59.571	40.704	52.571	44.769	54.833	72.758	61.759	61.760	87.151	66.981	60.011	80.745	66.545	39.890	58.583	41.466	49.684	77.536	87.459	73.038	58.647	49.614	46.961	49.582	52.508	42.237	41.708	53.533	127.345	178.143	130.432
57.196	80.121	96.414	103.851	99.342	117.417	120.661	128.314	127.260	101.622	159.159	108.690	88.528	90.787	170.064	110.316	85.578	135.971	57.548	96.044	66.373	88.455	96.204	67.040	62.889	66.278	86.333	59.625	58.692	134.484	126.747	114.435	67.686	61.000	147.826	53.069	54.264	49.080	50.206	46.755	40.974	54.171	50.685	50.899	57.652	47.036	69.030	50.639	76.861	64.409	74.577	72.971	75.449	67.441	79.204	57.405	49.681	40.170	137.227	69.940	80.264	67.167	70.057	63.857	44.321	43.029	42.154	44.545	64.531	60.550	66.354	61.160	71.556	84.302	88.266	150.673	88.958	166.038	176.130	96.156	89.562	75.159	73.262	51.279	58.794	49.662	61.527	76.019	77.010	110.917	67.719	75.000	112.171	94.606	78.320	142.919	96.022	95.039	81.367	78.672	114.153	96.722	124.331	77.147	111.523	94.887	128.188	84.686	122.638	120.685	99.408	79.990	104.610	94.614	122.171	60.155	45.204	54.351	43.505	54.567	74.616	60.616	61.854	88.753	66.087	60.370	80.319	70.139	38.950	58.667	41.288	55.868	75.589	95.946	71.885	56.541	47.700	49.355	46.851	51.898	43.390	40.625	51.033	121.741	173.381	123.892
59.353	81.150	92.514	103.791	98.759	119.330	120.054	127.286	125.183	100.766	157.072	107.905	88.653	89.400	172.462	107.537	85.863	124.853	55.183	97.000	68.576	87.020	94.565	67.880	66.583	70.074	90.639	64.175	58.404	131.736	123.077	116.116	68.993	61.833	145.043	54.225	54.903	48.841	50.853	47.681	41.000	52.463	51.054	52.685	58.591	47.970	67.994	51.537	75.878	64.344	77.507	69.229	76.876	69.331	82.694	58.541	50.606	38.875	132.897	69.820	82.931	59.375	68.657	64.490	48.548	42.836	45.026	46.375	65.902	60.510	66.748	62.740	71.861	83.250	86.578	151.327	87.342	157.827	185.667	96.289	89.416	74.515	73.467	54.535	58.853	51.260	61.482	75.282	78.119	110.219	68.790	76.175	112.014	93.485	77.608	142.324	91.146	98.176	81.114	80.328	125.673	99.594	123.841	78.162	108.516	93.811	131.396	85.504	125.603	122.099	94.776	81.260	105.422	95.530	125.024	59.250	45.852	54.818	45.670	52.892	71.434	61.438	60.365	88.086	65.291	58.902	83.553	72.822	40.940	59.759	42.562	54.737	71.929	88.676	72.769	57.635	51.214	48.553	47.910	52.661	39.000	40.417	52.467	126.569	170.048	132.784
60.157	78.991	95.400	100.910	96.937	119.544	120.661	130.886	125.356	100.676	154.609	107.214	86.722	89.360	188.455	110.453	81.833	127.618	56.935	95.833	70.576	91.273	92.370	69.493	66.444	68.241	86.722	59.525	61.231	134.670	130.648	114.290	69.086	59.262	146.478	56.990	54.764	50.045	52.451	47.543	41.553	53.463	49.708	50.371	55.879	46.812	70.226	49.279	76.435	65.785	75.704	70.057	76.562	68.441	80.153	57.243	49.574	39.045	131.918	69.100	81.583	63.292	71.900	62.878	46.119	42.681	43.795	44.438	65.420	58.010	65.795	62.120	68.722	80.388	86.349	146.122	84.158	149.346	186.406	99.744	93.146	74.909	76.672	51.605	59.118	50.545	60.295	76.223	76.980	112.107	72.335	75.078	105.500	97.465	76.660	143.036	92.843	97.627	80.051	76.155	128.296	97.466	122.979	78.029	113.647	98.434	131.833	84.496	127.690	126.964	107.449	81.615	109.260	94.952	119.122	60.679	44.926	53.792	43.637	56.892	71.970	62.473	63.438	90.914	66.262	57.978	78.426	73.426	40.860	59.667	42.096	55.539	75.304	86.811	74.038	57.247	50.986	47.671	46.090	48.000	38.288	40.938	47.567	121.310	166.298	123.622
60.431	78.477	90.900	99.612	95.367	119.058	123.598	125.557	126.250	99.730	151.826	104.643	86.125	90.440	193.821	112.568	85.765	119.176	59.043	100.200	71.729	91.626	91.176	71.027	67.139	73.074	81.194	62.450	63.000	141.121	135.308	114.174	68.843	62.262	150.587	54.314	54.056	49.227	50.676	46.074	42.632	53.537	49.677	50.584	56.864	46.764	69.213	51.027	76.052	62.882	69.592	67.371	71.371	69.169	83.020	58.270	50.862	40.393	127.443	68.467	79.764	63.000	66.457	65.626	46.060	43.787	42.564	44.821	67.021	60.750	64.276	66.060	71.778	80.440	85.055	147.592	86.083	146.692	192.014	98.933	87.764	73.318	73.066	50.605	61.049	53.039	60.500	75.466	78.535	111.598	73.126	77.519	105.586	93.081	76.454	141.586	93.393	93.059	78.797	79.741	126.673	99.113	126.917	78.213	110.366	99.396	127.594	87.091	124.759	129.243	108.265	79.417	108.045	92.916	117.122	57.833	45.352	52.351	44.110	56.692	74.798	63.812	64.146	90.452	66.777	62.130	80.298	70.168	40.620	57.519	41.315	55.684	73.571	90.027	72.192	55.918	51.071	47.987	40.881	51.492	38.661	40.562	51.833	125.741	160.131	128.527
57.745	75.047	92.786	101.418	98.203	119.194	121.000	130.814	127.663	100.532	148.188	106.976	87.208	93.240	193.679	113.032	84.127	113.618	62.989	99.422	74.034	92.303	94.176	68.867	66.889	70.981	82.889	61.375	63.019	144.637	135.363	114.130	68.979	64.333	149.174	57.078	57.278	48.182	49.608	46.117	38.895	53.829	47.138	50.449	58.530	47.630	69.079	49.327	75.391	65.129	76.549	67.343	74.921	69.353	80.133	54.216	49.223	40.777	122.454	68.353	80.514	56.875	70.300	65.367	43.905	42.256	43.385	44.277	67.993	60.300	65.756	62.080	73.500	80.991	86.248	145.531	85.908	154.500	200.362	99.400	92.517	74.561	74.172	45.488	58.294	52.883	61.080	75.845	80.941	111.799	70.982	77.812	110.686	92.929	82.680	141.144	92.562	98.216	79.278	76.138	128.224	98.038	122.145	79.809	114.869	94.547	130.562	85.835	130.897	130.207	109.510	82.760	107.312	93.964	126.024	59.405	44.704	52.351	45.055	57.700	75.091	68.402	60.219	86.720	63.301	56.739	78.404	67.782	42.260	58.694	41.932	55.303	73.946	85.730	75.423	55.659	48.557	49.382	45.478	48.678	38.237	41.042	50.067	132.069	151.417	130.027
56.314	74.009	89.871	100.328	95.899	115.883	115.643	125.814	122.288	96.126	150.130	106.024	87.653	87.720	190.776	110.358	83.716	116.029	60.602	102.100	75.407	91.586	95.435	68.973	69.861	69.333	84.694	58.875	62.538	142.978	134.758	111.928	70.036	64.095	145.783	55.353	54.417	52.170	51.755	45.915	44.263	51.341	47.931	49.112	56.682	48.491	67.177	51.503	76.696	64.204	76.127	72.714	75.258	68.206	81.929	54.919	49.287	38.759	117.763	69.540	78.500	59.583	68.643	63.095	46.298	40.097	40.359	45.241	66.161	60.210	65.362	60.960	68.833	78.526	87.165	146.776	85.083	150.731	204.797	102.022	91.730	74.788	74.984	49.721	58.814	50.961	59.643	75.194	77.436	113.426	69.431	79.149	105.557	92.778	83.361	138.865	92.629	94.824	77.671	82.948	125.796	95.301	123.848	75.250	110.928	96.830	125.438	81.620	134.724	124.712	103.918	83.760	105.812	92.289	117.341	59.345	45.593	52.299	43.780	56.883	72.606	69.188	60.844	88.323	65.379	59.304	75.574	67.604	42.920	60.796	41.192	52.868	77.714	86.622	77.231	54.612	47.886	46.000	46.134	51.203	41.051	41.042	51.467	131.845	151.464	124.203
54.647	75.645	89.957	97.881	96.203	114.505	119.491	136.643	122.894	96.676	148.333	100.405	85.347	88.360	185.756	109.463	82.627	107.618	65.258	100.478	76.898	89.919	93.593	66.053	64.833	68.852	84.944	58.900	60.413	144.330	133.154	108.058	69.336	61.524	145.239	56.000	55.972	49.420	49.304	47.649	41.684	50.756	48.962	49.607	55.470	46.570	67.335	49.109	77.435	65.774	77.535	69.086	77.337	69.449	79.969	55.108	48.511	38.768	111.866	68.187	78.917	57.292	69.671	62.952	44.893	39.749	41.974	43.964	64.762	57.640	66.709	60.000	69.111	79.931	84.596	141.469	86.325	153.885	204.826	100.889	90.730	73.811	74.492	51.581	60.490	49.831	60.357	75.466	76.772	114.325	71.976	74.299	99.671	85.970	78.515	141.297	94.045	95.059	76.722	79.793	120.643	95.850	121.214	79.779	112.033	99.340	126.021	81.479	130.672	121.000	106.878	78.344	104.078	92.446	113.610	60.262	42.093	50.844	43.374	57.000	72.727	65.964	61.375	87.430	63.913	60.000	76.064	66.703	42.650	58.861	46.370	52.171	75.304	88.730	72.962	55.176	51.157	47.987	46.403	51.356	38.288	39.500	51.467	135.259	147.869	123.959
58.941	77.570	89.043	98.851	99.266	116.553	122.312	133.857	124.231	99.009	140.507	99.929	84.653	89.307	180.487	109.811	83.706	104.500	67.075	100.000	80.373	89.071	97.019	71.800	67.611	67.630	85.417	58.425	59.279	146.868	132.549	111.913	69.421	60.048	147.891	52.578	53.236	51.841	49.431	45.947	40.289	50.890	47.815	50.382	55.152	45.115	67.122	50.054	75.687	66.839	74.028	70.486	74.180	68.728	79.378	57.270	48.521	39.518	108.680	66.693	79.514	63.083	67.357	65.483	43.964	42.043	39.513	44.259	65.392	63.140	68.811	60.940	70.556	80.276	86.853	136.000	84.100	159.462	204.449	100.922	90.404	74.424	74.697	49.419	61.157	49.091	59.929	72.320	76.475	116.763	68.862	74.396	107.186	88.061	78.505	139.847	92.427	95.471	77.367	79.448	119.888	95.932	122.710	78.706	114.307	93.132	121.719	83.926	123.776	123.964	105.347	83.510	103.208	93.639	110.829	57.702	45.333	51.416	44.648	56.717	73.071	67.241	61.719	85.570	63.320	57.217	74.213	63.782	41.520	57.972	43.548	52.724	72.179	88.405	73.538	56.859	49.457	45.684	46.239	49.458	38.085	39.604	55.067	135.172	142.631	120.027
54.078	76.523	86.729	95.836	100.241	116.738	121.741	133.657	124.192	97.378	143.290	98.452	83.958	86.693	183.353	108.305	83.598	103.824	69.914	99.722	86.729	89.535	97.806	68.800	63.361	68.130	83.306	59.400	59.048	144.670	131.286	110.928	67.514	63.476	137.870	55.000	54.222	49.807	48.686	44.457	38.421	50.390	48.908	49.966	53.977	46.085	67.482	49.054	74.739	65.032	72.296	67.771	73.034	68.390	80.153	54.216	48.202	39.455	104.227	67.627	78.764	62.208	64.729	62.571	45.738	41.382	45.436	42.938	62.559	58.690	66.583	60.440	68.528	81.397	83.908	135.388	87.508	144.654	203.928	100.911	91.315	73.515	70.148	47.953	55.078	50.701	58.929	70.447	74.218	113.840	66.060	74.370	105.343	86.505	79.155	145.072	91.663	97.784	77.557	77.172	123.214	94.015	124.531	78.191	112.993	95.302	119.417	81.380	126.845	123.000	109.490	85.990	104.123	95.133	109.659	59.381	42.685	48.519	44.044	55.775	70.404	63.411	58.292	83.839	63.379	57.543	74.255	66.198	43.530	57.028	41.370	54.632	72.643	86.541	72.846	56.129	49.457	48.158	44.955	49.102	38.390	39.417	49.167	130.534	138.631	121.243
56.843	75.991	87.214	97.910	99.519	113.854	124.473	135.700	121.500	96.694	138.130	97.000	84.653	85.013	183.782	110.179	82.549	99.176	73.978	102.733	98.424	91.020	100.019	72.053	64.750	68.778	82.028	59.300	58.779	142.505	126.352	107.493	65.021	62.095	141.217	53.216	52.889	49.500	48.461	45.745	37.579	51.390	47.246	48.416	55.780	46.012	66.030	50.408	76.174	66.495	74.845	67.486	74.034	66.618	79.469	56.081	46.202	39.911	102.124	68.320	77.528	58.667	69.814	65.667	45.488	43.130	41.462	43.330	62.727	59.950	66.339	61.260	70.111	77.595	85.413	133.857	84.158	151.385	208.754	100.000	91.584	72.386	73.221	49.512	58.637	52.065	58.143	70.010	78.069	118.183	68.647	71.623	104.757	85.293	76.381	145.802	93.022	100.098	78.165	78.517	120.316	95.113	120.800	75.816	112.706	95.679	124.604	81.983	128.828	124.685	107.776	83.542	101.922	92.807	105.537	60.107	40.315	49.857	41.352	55.483	67.828	65.429	57.927	85.247	63.146	57.641	70.830	61.347	41.160	55.722	40.041	52.408	71.804	84.108	68.692	56.412	47.814	48.211	42.687	50.932	36.881	39.083	49.133	128.500	137.560	123.216
57.000	79.393	84.314	98.955	96.987	114.029	125.170	141.443	124.529	97.333	135.971	104.214	81.431	86.800	180.538	106.632	83.569	93.471	75.473	104.422	96.932	91.081	99.639	67.013	65.944	66.833	79.944	58.300	59.077	149.220	126.802	109.333	66.329	62.595	139.761	54.529	53.847	49.545	47.186	44.330	43.763	49.890	47.515	50.067	57.780	45.745	67.037	48.612	75.070	64.559	73.803	72.114	73.685	66.735	78.418	53.297	48.957	40.000	99.227	67.087	80.542	60.125	64.571	63.864	44.845	41.604	44.821	42.804	66.357	59.610	65.150	64.080	70.417	79.095	86.743	137.653	85.808	165.442	208.304	102.089	92.404	74.621	72.508	48.093	57.696	49.039	58.196	71.689	74.733	116.846	69.449	76.331	108.143	81.333	77.227	150.189	95.124	99.098	79.848	77.448	118.918	93.444	118.931	76.743	108.817	95.717	121.625	84.107	118.621	120.559	107.367	85.302	99.299	93.843	109.561	57.750	43.907	51.221	42.022	55.667	70.364	66.286	61.052	83.452	63.796	56.804	74.851	63.465	43.260	56.028	43.726	51.329	73.589	80.892	73.038	56.082	49.914	49.026	44.612	51.576	38.305	38.938	48.500	129.328	134.405	121.770
55.882	79.121	91.857	98.343	97.013	117.301	127.518	141.357	122.010	98.532	137.696	101.262	85.861	85.493	178.788	107.137	84.539	91.618	77.398	102.156	94.051	90.263	100.833	71.267	65.222	68.926	79.444	59.950	59.923	153.956	126.582	108.232	64.607	58.905	137.565	55.706	54.861	51.125	47.490	48.298	41.395	48.988	49.254	50.461	55.970	46.158	65.793	48.252	75.609	63.387	77.296	72.143	73.337	66.971	78.469	53.865	47.872	38.920	94.866	67.953	79.278	59.292	67.271	64.293	44.298	43.314	38.513	43.196	64.042	58.980	68.110	63.500	69.528	82.078	86.422	133.816	86.208	163.827	207.826	101.733	92.719	74.841	74.320	48.535	58.824	48.779	60.625	72.883	79.287	117.047	68.868	79.260	114.443	82.798	79.041	144.189	94.258	97.686	78.734	78.241	115.643	93.128	118.586	76.787	112.634	91.774	119.219	84.397	124.207	125.144	107.306	85.656	102.214	92.337	104.024	58.798	43.796	51.338	45.363	57.050	70.253	66.009	56.333	85.398	64.087	59.728	74.234	66.099	43.220	56.111	41.233	52.342	75.107	87.000	70.846	54.835	47.614	47.263	45.134	51.339	38.797	37.896	51.200	139.966	130.583	121.878
58.784	78.692	90.943	99.896	98.506	115.427	130.777	145.671	125.817	97.793	136.551	100.500	85.347	89.440	176.705	107.484	85.265	89.618	81.602	108.333	104.661	89.485	101.685	68.227	68.028	65.519	81.889	57.375	60.538	152.143	129.901	108.217	64.786	59.905	139.283	54.353	52.972	47.091	48.471	46.681	40.763	49.317	51.508	49.472	56.356	47.315	67.823	49.333	76.357	61.344	79.014	71.743	72.326	68.037	79.867	55.243	49.596	39.955	93.464	66.480	80.250	60.500	68.300	64.401	46.738	40.609	40.692	42.661	63.406	59.180	67.465	61.720	72.861	80.552	85.734	135.592	88.350	159.923	209.652	102.033	95.315	75.530	75.221	53.488	60.039	50.351	61.018	71.087	79.446	117.899	69.042	79.734	113.043	84.293	81.505	147.315	96.584	99.608	80.506	74.534	117.816	96.331	118.400	78.551	111.248	95.868	121.635	85.719	128.241	124.405	113.898	85.719	99.273	90.988	106.073	61.595	43.926	50.039	45.429	56.775	68.525	64.938	56.229	83.419	63.583	60.196	72.809	59.822	44.290	56.898	46.438	52.342	74.268	80.838	72.077	57.518	52.729	46.053	46.388	49.966	37.119	36.625	55.167	143.034	128.143	118.824
57.725	80.103	88.371	100.149	97.316	116.427	132.054	143.771	123.000	96.838	135.551	101.571	85.000	91.400	169.897	107.516	87.314	92.882	89.323	116.722	105.186	88.586	104.269	70.907	68.194	69.130	81.639	60.325	58.500	145.330	128.813	110.696	64.507	64.167	135.913	54.882	54.903	48.227	46.255	45.723	42.947	50.402	51.208	48.618	56.182	46.594	67.628	50.408	74.104	63.161	74.042	65.257	71.382	67.522	78.143	53.459	50.351	38.759	91.340	65.807	79.069	61.833	67.014	65.361	44.226	41.739	41.410	42.804	64.678	61.030	66.087	63.140	71.444	78.724	85.358	132.531	86.558	170.654	208.304	100.011	91.045	76.417	74.000	48.837	57.078	48.195	57.670	71.359	78.713	117.450	67.401	78.877	104.343	81.960	78.206	144.541	95.449	102.569	79.329	77.776	113.653	95.158	114.166	74.963	111.346	96.981	117.969	84.959	129.810	123.532	115.898	88.104	100.195	94.000	108.390	60.833	41.944	49.779	44.385	57.225	67.293	63.420	58.146	82.957	60.971	62.076	74.702	58.535	43.640	58.565	48.616	53.961	75.804	84.676	72.462	55.141	48.557	45.632	47.075	50.441	37.390	39.542	52.800	136.828	127.417	119.257
57.686	79.280	92.200	96.761	99.456	114.097	129.286	132.000	123.462	95.739	134.696	99.786	84.778	96.360	163.141	104.874	88.735	88.559	91.763	121.533	106.525	91.263	102.157	70.987	68.250	64.500	76.917	61.700	60.808	138.912	125.275	108.029	65.443	56.619	135.739	53.618	54.528	49.534	46.235	45.447	41.816	49.159	52.031	49.978	56.636	45.873	66.756	48.367	74.809	64.602	75.155	69.171	70.022	65.824	77.786	57.297	48.213	38.670	88.412	66.680	75.125	60.708	65.043	63.592	44.083	41.816	42.231	44.446	62.944	60.580	66.039	63.280	73.667	80.957	86.697	127.388	88.442	168.500	208.000	104.944	93.933	77.712	74.098	46.047	55.951	48.117	59.402	70.592	79.267	114.089	67.180	78.266	112.557	83.182	81.299	146.144	95.978	101.451	82.038	77.707	111.265	95.872	118.062	74.890	111.484	95.340	120.979	86.397	126.017	124.207	115.735	86.115	101.123	94.193	102.951	60.202	42.370	48.338	44.341	61.667	68.152	68.080	59.021	85.118	60.990	58.304	68.255	61.525	46.350	56.713	46.411	51.671	77.768	82.459	73.462	56.024	51.257	48.289	49.925	54.373	40.864	44.312	52.267	135.069	124.929	119.054
55.314	78.710	93.571	101.179	99.304	111.631	125.616	134.457	126.163	96.234	136.232	99.500	86.153	91.480	160.288	104.674	86.931	92.618	91.226	123.289	103.746	90.606	101.972	72.040	66.861	68.093	81.972	60.600	61.490	140.286	127.121	104.681	63.536	58.143	138.043	55.392	54.778	50.489	47.431	44.840	38.237	49.780	50.215	49.371	57.470	46.048	67.427	48.741	73.643	61.957	72.493	71.400	71.169	67.250	80.102	54.811	48.755	38.848	88.082	66.047	77.403	63.542	67.743	65.490	44.393	41.671	39.795	43.777	65.203	60.200	67.488	61.480	70.389	80.534	83.679	124.612	84.700	178.904	203.435	100.911	91.449	75.008	74.770	49.302	56.304	47.649	58.652	68.311	78.436	113.763	69.413	76.123	110.314	82.364	76.124	149.892	95.067	101.294	79.456	80.707	112.296	94.797	117.731	75.949	111.248	93.698	119.979	87.570	126.207	116.721	112.122	85.021	99.721	92.060	101.902	60.607	42.944	46.935	46.209	67.167	69.202	65.696	60.646	85.247	61.621	63.076	73.596	60.356	46.780	60.491	47.740	55.737	78.321	81.081	67.808	57.635	50.171	46.539	46.672	51.492	40.254	42.521	50.333	137.672	126.357	116.635
