 ,Min1,Max1,Min2,Max2,Min3,Max3,Min4,Max4,Min5,Max5,Min6,Max6,Min7,Max7,Min8,Max8,Min9,Max9,Min10,Max10,Min11,Max11,Min12,Max12,Min13,Max13,Min14,Max14,Min15,Max15,Min16,Max16,Min17,Max17,Min18,Max18,Min19,Max19,Min20,Max20,Min21,Max21,Min22,Max22,Min23,Max23,Min24,Max24,Min25,Max25,Min26,Max26,Min27,Max27,Min28,Max28,Min29,Max29,Min30,Max30,Min31,Max31,Min32,Max32,Min33,Max33,Min34,Max34,Min35,Max35,Min36,Max36,Min37,Max37,Min38,Max38,Min39,Max39,Min40,Max40,Min41,Max41,Min42,Max42,Min43,Max43,Min44,Max44,Min45,Max45,Min46,Max46,Min47,Max47,Min48,Max48,Min49,Max49,Min50,Max50,Min51,Max51,Min52,Max52,Min53,Max53,Min54,Max54,Min55,Max55,Min56,Max56,Min57,Max57,Min58,Max58,Min59,Max59,Min60,Max60,Min61,Max61,Min62,Max62,Min63,Max63,Min64,Max64,Min65,Max65,Min66,Max66,Min67,Max67,Min68,Max68,Min69,Max69,Min70,Max70,Min71,Max71,Min72,Max72,Min73,Max73,Min74,Max74,Min75,Max75,Min76,Max76,Min77,Max77,Min78,Max78,Min79,Max79,Min80,Max80,Min81,Max81,Min82,Max82,Min83,Max83,Min84,Max84,Min85,Max85,Min86,Max86,Min87,Max87,Min88,Max88,Min89,Max89,Min90,Max90,Min91,Max91,Min92,Max92,Min93,Max93,Min94,Max94,Min95,Max95,Min96,Max96,Min97,Max97,Min98,Max98,Min99,Max99,Min100,Max100,Min101,Max101,Min102,Max102,Min103,Max103,Min104,Max104,Min105,Max105,Min106,Max106,Min107,Max107,Min108,Max108,Min109,Max109,Min110,Max110,Min111,Max111,Min112,Max112,Min113,Max113,Min114,Max114,Min115,Max115,Min116,Max116,Min117,Max117,Min118,Max118,Min119,Max119,Min120,Max120,Min121,Max121,Min122,Max122,Min123,Max123,Min124,Max124,Min125,Max125,Min126,Max126,Min127,Max127,Min128,Max128,Min129,Max129,Min130,Max130,Min131,Max131,Min132,Max132,Min133,Max133,Min134,Max134,Min135,Max135,Min136,Max136,Min137,Max137,Min138,Max138,Min139,Max139,Min140,Max140,Min141,Max141,Min142,Max142,Min143,Max143,Min144,Max144,Min145,Max145,Min146,Max146,Min147,Max147,Min148,Max148,Min149,Max149,Min150,Max150,Min151,Max151,Min152,Max152,Min153,Max153,Min154,Max154,Min155,Max155,Min156,Max156,Min157,Max157,Min158,Max158,Min159,Max159,Min160,Max160,Min161,Max161,Min162,Max162,Min163,Max163,Min164,Max164,Min165,Max165,Min166,Max166,Min167,Max167,Min168,Max168,Min169,Max169,Min170,Max170,Min171,Max171,Min172,Max172,Min173,Max173
11,1,12,4,20,4,24,4,21,4,19,2,13,2,18,1,16,3,21,3,18,2,22,2,11,2,15,1,22,1,24,1,19,8,22,3,15,5,19,4,22,4,32,4,31,6,20,8,25,4,21,4,18,4,28,3,33,2,18,3,24,4,19,5,23,4,22,7,30,3,18,3,18,1,15,5,25,4,18,4,20,6,24,5,38,3,16,4,22,5,24,1,12,3,25,6,24,9,26,3,20,5,36,4,30,11,44,7,33,11,31,6,26,5,28,5,29,4,18,4,22,5,25,3,24,2,20,3,13,1,10,2,16,3,29,4,19,1,12,1,7,2,15,1,20,3,18,6,31,3,25,4,19,4,19,5,22,3,17,2,25,2,17,3,24,3,23,6,22,5,28,11,50,7,36,4,31,6,29,6,29,7,21,5,24,6,22,3,21,3,17,1,21,3,34,3,25,1,24,2,24,2,26,1,25,2,21,1,10,2,22,2,9,3,27,1,13,4,21,2,16,4,24,3,16,1,19,1,15,2,18,2,19,2,18,4,22,5,25,4,20,6,24,4,27,6,30,8,41,6,27,5,32,10,28,5,27,4,27,2,18,1,14,3,15,3,28,5,25,6,36,2,29,5,28,6,30,5,18,4,26,2,22,4,21,4,26,7,29,6,32,2,26,7,30,3,18,2,23,4,24,3,18,6,19,2,23,4,28,6,28,5,27,3,18,4,26,4,19,4,46,4,38,2,23,5,20,2,20,2,23,2,17,1,24,2,13,1,14,2,13,2,12,2,15,1,12
12,1,15,3,32,4,25,4,19,5,16,1,15,3,19,1,12,2,18,2,16,3,20,1,9,1,12,2,20,1,21,2,16,5,26,2,16,3,19,4,22,4,43,2,32,5,23,6,20,3,16,3,22,4,23,3,36,4,20,4,25,5,16,6,28,3,23,5,25,2,20,2,15,1,15,6,21,3,20,3,22,6,22,4,38,4,21,4,16,4,19,1,12,3,26,6,24,8,25,2,17,8,34,3,33,9,36,3,31,12,33,6,31,6,26,4,24,4,18,2,22,4,26,4,23,3,19,2,13,1,11,2,15,2,31,2,17,1,13,1,7,1,22,1,16,3,18,5,24,3,25,4,18,5,18,3,19,4,16,3,19,3,15,4,20,4,25,4,25,3,29,9,38,7,40,5,32,4,33,4,39,6,23,5,25,4,27,2,18,2,21,1,21,2,26,4,24,1,21,1,27,3,24,2,22,4,23,2,10,3,23,2,9,4,22,2,13,2,22,2,14,5,23,2,17,1,22,1,13,3,17,3,19,3,17,4,18,3,24,4,23,4,22,5,24,5,32,8,33,5,29,3,31,5,28,4,31,4,29,1,18,1,13,2,19,4,32,6,21,5,32,4,30,6,40,4,36,4,19,4,25,5,20,4,22,6,27,8,31,5,30,3,23,6,37,4,19,3,20,5,27,3,15,5,20,3,21,4,26,4,27,5,24,4,18,4,21,3,19,5,38,4,35,3,25,6,23,3,18,3,23,5,21,1,22,2,12,2,12,2,13,2,17,3,17,1,13
13,1,23,6,51,3,50,4,26,3,15,2,15,2,14,2,15,2,18,2,15,3,21,2,10,2,11,2,26,1,22,1,18,8,25,2,13,2,22,4,24,5,33,4,29,5,21,6,21,3,20,5,19,5,23,4,70,3,32,5,22,4,19,4,25,6,25,6,27,2,15,1,12,1,16,7,22,4,23,4,25,5,20,4,32,3,17,4,20,4,18,1,10,3,22,6,20,7,25,3,33,5,43,4,25,8,32,5,28,11,32,6,29,3,23,5,23,5,19,4,22,3,25,4,33,3,21,3,13,1,8,1,16,2,33,3,18,1,14,1,9,1,15,2,18,3,16,4,25,3,30,5,18,5,18,4,27,3,19,3,21,2,16,3,21,3,25,4,24,3,24,10,41,7,34,7,28,7,33,5,27,6,23,6,22,5,27,1,19,1,21,1,24,2,27,4,23,1,26,3,22,1,30,1,28,4,23,2,12,1,25,3,9,5,25,2,13,4,20,1,17,4,20,3,18,1,20,1,13,3,20,2,14,3,15,4,19,3,22,5,21,4,28,3,25,3,30,9,39,5,28,5,30,7,25,5,33,4,32,2,23,1,13,2,15,4,24,4,24,4,27,4,38,5,27,5,28,7,18,5,24,4,21,5,23,4,24,11,30,5,24,4,24,4,38,4,18,3,21,4,24,3,18,5,19,2,19,5,26,7,31,5,24,3,21,4,27,3,18,4,52,4,35,3,25,5,19,2,21,3,25,5,24,1,24,2,14,1,15,2,16,1,12,1,14,1,9
14,1,23,9,44,4,56,4,20,4,17,2,13,2,13,2,21,2,21,2,16,3,22,2,11,2,12,2,20,1,27,1,20,5,24,2,13,4,20,3,20,5,33,5,25,5,24,6,24,3,18,5,19,5,31,4,78,3,40,4,22,3,18,5,30,4,26,5,27,3,19,2,14,1,12,5,19,2,23,4,22,6,22,4,40,4,15,4,20,2,19,1,15,3,23,6,21,7,25,3,22,6,36,3,29,11,31,5,31,12,32,8,28,5,29,5,25,5,19,4,23,3,30,4,29,2,21,2,13,1,8,1,15,3,30,3,17,2,14,1,8,1,16,1,20,3,16,6,26,4,25,4,22,5,22,5,37,4,17,3,22,2,19,4,20,3,23,3,24,4,35,9,40,5,40,5,34,5,26,6,31,5,29,5,22,5,23,3,17,2,22,1,19,4,24,3,26,1,17,1,22,3,25,2,30,4,21,1,14,2,23,2,11,3,22,1,16,4,22,1,19,4,19,3,20,1,20,1,13,3,18,2,19,3,22,3,20,5,21,3,22,6,25,5,26,5,36,10,45,5,32,6,34,8,29,4,36,5,37,2,22,2,15,1,13,4,29,5,27,5,32,5,34,7,34,4,47,4,21,4,25,5,21,4,23,7,23,11,33,5,35,3,27,7,31,4,17,2,23,4,25,2,18,6,17,3,21,4,23,6,24,4,28,4,20,4,22,3,19,5,55,4,33,4,21,4,20,3,16,2,20,4,29,1,23,2,18,1,11,2,17,2,14,2,13,1,11
15,1,32,10,47,4,51,3,25,4,18,1,14,2,15,2,22,2,20,2,22,3,29,1,9,2,11,2,22,1,22,1,17,7,23,2,21,5,19,3,21,4,31,5,29,4,21,6,22,4,21,6,25,5,27,4,73,3,49,4,27,4,23,5,26,5,42,6,26,3,14,1,15,1,12,5,21,4,21,4,21,8,25,3,44,3,18,3,21,2,18,1,12,3,19,7,22,7,25,3,24,6,41,4,20,8,35,5,31,12,31,6,30,4,34,6,28,3,18,4,23,5,30,4,33,3,17,2,12,1,8,2,17,3,43,3,19,2,15,2,9,1,13,1,16,3,19,5,27,3,27,5,18,5,17,4,32,3,20,3,18,2,19,3,20,4,21,4,22,3,27,10,39,6,31,5,26,4,33,4,26,6,27,8,27,3,23,3,17,2,21,1,29,4,26,4,32,1,22,3,36,2,23,2,32,3,21,1,13,2,23,2,12,5,26,2,17,2,26,2,19,3,21,3,17,1,20,1,14,3,19,2,21,2,15,5,17,3,26,3,18,5,27,4,27,6,34,10,57,4,25,5,36,6,26,6,47,5,42,2,22,1,16,3,15,5,23,5,26,5,31,5,37,4,40,5,38,4,20,5,27,5,25,4,26,6,25,11,30,6,29,3,26,4,30,5,22,2,20,3,19,2,22,6,20,3,21,3,26,5,22,4,24,4,19,4,24,3,18,4,56,4,31,4,22,4,19,2,21,3,25,3,34,1,23,2,12,1,12,2,16,1,11,2,14,1,15
16,1,21,9,45,4,47,4,28,3,17,1,16,1,13,2,14,2,21,2,19,3,22,2,12,3,14,1,23,1,22,2,17,7,22,3,14,5,22,4,20,5,30,4,29,6,22,6,24,3,15,6,22,5,28,3,68,4,42,5,26,3,28,5,25,9,59,7,30,3,21,2,12,1,13,4,26,4,24,4,20,6,32,5,42,3,21,4,18,3,17,1,17,2,20,5,20,6,27,3,16,9,44,4,25,12,29,6,30,10,27,6,31,5,31,4,31,5,18,5,22,4,36,5,35,4,28,2,13,1,8,2,14,2,51,4,16,2,16,2,10,1,17,2,15,4,20,6,29,4,30,3,18,3,17,3,29,4,18,3,21,2,21,4,22,3,23,6,23,3,27,7,37,8,34,5,25,5,25,5,31,4,24,7,25,5,30,2,20,1,17,1,30,2,30,4,37,1,22,2,22,1,26,2,30,3,25,1,12,2,22,2,10,4,26,2,20,5,21,2,14,4,19,2,21,1,15,1,12,4,19,2,21,2,14,3,17,3,19,4,20,4,26,5,28,5,31,10,49,4,27,5,31,9,26,6,44,5,44,2,24,2,16,3,14,4,30,4,28,4,38,5,33,7,29,4,38,6,20,4,23,6,25,4,29,7,27,9,34,7,30,4,25,7,32,3,22,3,23,3,19,2,18,6,24,2,28,4,24,7,23,5,30,5,21,4,24,3,19,6,50,5,43,2,29,5,20,2,17,3,25,4,39,1,24,3,14,1,13,2,24,2,13,1,13,1,14
17,1,20,7,40,5,46,6,25,3,16,2,14,1,15,2,17,2,22,3,20,4,24,1,11,3,23,2,25,1,20,2,14,8,26,2,16,5,25,3,20,4,30,3,32,4,23,9,23,4,18,3,23,5,29,3,74,3,44,4,26,4,27,4,27,9,76,6,32,2,24,2,16,1,14,6,20,5,23,3,32,7,32,7,48,3,17,4,19,2,18,1,14,3,22,6,24,7,25,3,17,8,51,3,24,10,38,5,42,10,29,5,28,5,37,4,39,3,22,5,23,5,30,5,25,3,27,1,16,1,7,1,18,3,49,3,19,1,17,1,10,2,16,1,19,5,25,5,31,3,31,5,19,4,19,5,31,6,21,2,23,3,20,4,20,4,24,4,25,4,27,6,35,7,33,7,32,6,35,6,31,6,23,7,23,6,26,4,18,1,24,1,31,2,24,4,34,1,30,1,30,2,20,1,24,2,23,1,12,1,22,2,11,4,23,2,15,5,21,3,17,5,20,2,24,1,16,1,14,4,20,3,14,2,16,4,20,4,19,5,18,4,25,5,26,6,30,11,48,5,26,5,34,7,32,5,45,5,38,2,28,1,14,2,16,4,31,5,30,5,35,5,37,7,31,2,36,6,18,3,25,3,21,4,24,4,24,7,32,6,28,3,28,6,36,5,20,3,20,3,27,3,21,6,22,3,23,2,26,8,24,4,30,4,21,4,26,3,16,5,47,6,44,3,23,4,22,3,22,3,23,3,27,1,26,3,16,1,14,2,20,2,13,2,13,1,15
18,1,15,7,47,5,38,4,28,4,19,1,15,2,14,2,21,3,19,3,22,3,29,2,12,3,24,4,21,1,22,1,15,6,24,3,17,5,22,4,25,8,29,6,28,6,31,5,28,4,19,6,21,4,34,4,63,3,40,4,24,4,25,5,30,13,78,9,44,3,25,2,13,2,16,5,20,4,22,4,26,6,36,4,51,4,17,5,18,2,19,1,14,3,23,8,22,6,30,3,21,5,48,3,23,10,33,6,39,13,34,4,26,4,39,5,44,3,18,5,27,4,34,5,29,5,26,2,12,1,7,2,17,4,59,4,18,2,16,1,9,2,20,1,23,4,26,5,25,5,26,4,19,5,18,5,25,4,20,3,23,4,19,3,23,4,22,4,28,3,25,7,35,8,40,5,30,5,36,5,27,4,26,7,24,6,36,2,21,2,18,1,28,3,24,4,32,1,25,2,22,2,22,2,24,2,23,2,11,2,22,3,11,6,22,2,20,5,22,2,16,6,18,2,18,1,20,1,16,3,21,2,14,2,17,3,19,4,22,4,21,6,27,4,31,7,32,11,50,3,26,5,31,9,26,5,41,3,38,2,19,1,14,3,13,4,29,5,23,3,27,6,30,5,33,4,35,6,22,4,26,6,41,6,24,7,23,11,30,6,29,3,23,6,35,3,18,2,20,3,19,3,25,7,22,3,24,3,23,7,25,4,31,4,20,2,22,2,15,6,43,5,44,4,23,6,24,4,25,4,22,4,31,1,29,3,17,2,13,3,18,2,14,2,12,1,17
19,1,19,6,43,3,41,4,27,4,15,2,11,2,17,1,22,2,26,2,27,2,25,2,8,3,17,3,24,1,22,1,15,7,24,3,15,4,20,5,23,6,32,3,27,6,37,7,30,3,19,5,21,5,29,2,60,4,39,3,28,4,29,4,34,15,85,5,48,2,26,1,15,2,15,8,21,3,28,4,24,8,50,5,55,5,21,5,20,4,19,1,13,2,21,8,24,7,25,4,22,7,44,3,25,10,33,10,36,11,41,6,34,5,41,5,44,2,16,5,25,4,28,4,31,3,23,2,14,1,7,2,14,2,53,5,18,2,13,1,10,1,22,2,21,4,31,5,23,4,23,3,22,3,18,4,23,5,20,3,24,3,19,4,23,4,24,4,24,3,24,8,37,5,41,6,28,7,32,6,33,6,25,8,26,7,24,4,18,2,21,1,27,2,25,5,31,1,21,1,22,3,24,2,30,2,23,1,11,3,18,2,10,3,24,2,16,5,19,2,16,4,19,3,18,1,20,1,16,3,19,1,22,2,15,4,20,4,25,5,23,6,25,4,35,4,33,9,42,5,27,5,33,8,25,6,35,4,34,2,18,1,18,3,16,4,26,5,21,5,22,4,32,5,32,5,32,5,24,3,24,4,34,5,26,5,27,9,28,6,25,2,25,6,26,4,20,3,19,4,19,5,29,8,34,3,25,4,24,5,23,5,24,5,32,5,33,5,20,5,38,4,38,4,24,7,33,3,21,2,19,4,28,1,42,3,17,1,15,2,17,2,11,2,13,1,13
20,1,23,6,40,4,37,3,27,2,21,2,15,1,19,1,22,2,26,3,25,4,26,2,10,2,14,2,26,1,20,1,15,8,24,3,15,4,23,5,20,6,36,4,28,7,32,7,30,2,21,6,22,5,30,4,55,4,37,5,26,5,29,3,36,16,87,7,55,3,27,2,13,1,13,4,21,5,27,3,26,6,33,6,58,5,17,4,21,3,23,1,15,3,23,6,26,6,24,4,20,6,50,3,18,8,36,11,40,13,35,6,32,5,46,3,50,2,18,5,26,4,29,4,25,4,26,2,12,1,8,1,14,2,48,3,22,1,16,1,9,1,16,1,20,8,22,6,32,4,25,5,23,4,18,5,24,5,20,2,19,3,25,3,20,4,24,4,26,3,23,8,35,9,39,7,30,11,33,7,32,7,27,8,25,6,29,2,21,1,22,1,24,3,20,3,28,1,23,1,22,3,24,2,26,2,22,2,12,2,18,2,12,4,23,1,18,3,21,2,14,3,22,3,18,1,19,1,16,4,22,3,22,3,18,3,21,5,21,3,21,6,25,5,24,5,31,10,44,4,22,5,33,7,25,5,38,4,36,1,17,1,17,2,15,4,29,5,26,4,26,5,31,4,29,5,32,6,25,4,22,4,32,4,23,5,24,10,26,5,24,4,22,5,38,3,20,1,22,4,21,4,31,9,40,3,29,5,25,7,19,4,22,4,26,5,26,4,21,6,42,5,27,3,20,5,35,4,20,4,17,5,25,1,32,3,16,1,12,2,21,2,12,2,12,1,13
21,1,17,5,35,4,33,4,29,2,16,1,16,1,18,2,26,2,27,4,25,3,28,2,10,3,18,3,30,1,22,1,16,9,25,3,19,5,30,6,22,8,30,6,28,5,28,9,22,4,23,4,22,4,30,3,46,4,34,5,29,4,32,5,28,12,70,8,57,4,25,1,18,1,15,4,25,3,29,3,27,8,35,6,52,6,20,4,26,3,19,1,14,2,24,7,23,6,24,3,20,6,45,4,20,7,33,12,42,13,35,5,28,4,36,4,45,5,18,4,27,4,34,3,33,3,22,2,11,1,8,1,14,3,45,3,17,2,12,1,9,1,16,1,24,5,23,5,31,5,26,4,30,4,20,5,28,4,22,4,19,3,20,4,23,4,21,4,23,3,21,6,31,8,39,6,28,10,35,5,35,7,26,6,22,7,27,3,21,2,20,1,24,4,20,3,25,1,25,2,24,3,24,1,23,4,21,2,11,1,26,2,11,4,23,1,17,3,20,2,14,4,22,2,20,1,19,1,12,3,18,2,17,2,16,4,20,3,24,4,25,8,25,5,26,4,36,7,43,4,28,5,30,8,29,7,29,4,30,2,19,2,18,2,14,3,31,5,23,5,23,5,34,5,35,5,34,4,22,2,31,4,35,5,26,5,23,8,31,6,27,4,24,6,33,4,17,2,21,2,22,4,27,7,36,2,29,4,26,6,23,4,23,4,23,5,27,3,20,4,41,4,27,5,26,6,32,3,19,2,18,4,31,1,31,3,14,1,17,2,25,2,18,2,15,1,12
22,1,15,5,35,5,38,6,33,3,17,1,12,1,17,1,24,2,24,4,24,4,28,2,12,2,15,2,28,1,22,2,18,6,31,3,18,4,28,2,23,7,32,5,27,5,29,8,30,2,19,7,25,4,35,4,48,3,34,4,30,3,28,5,33,12,64,5,61,3,25,1,16,1,16,5,26,5,23,3,22,6,30,7,52,5,20,3,21,3,23,1,17,3,20,7,21,5,20,2,18,4,41,2,20,7,41,12,45,10,46,8,29,3,37,5,39,5,23,4,29,4,22,5,28,3,20,1,11,1,7,2,15,3,33,3,20,2,16,1,10,1,21,1,22,6,24,7,24,4,26,5,19,5,20,4,24,4,23,2,24,2,17,3,20,2,24,4,23,4,23,6,39,10,38,5,28,12,31,7,31,5,22,7,24,5,29,3,19,1,20,1,26,2,23,4,26,1,29,1,23,3,19,2,27,3,25,1,12,3,19,2,12,5,23,1,16,4,20,2,14,4,18,2,21,1,20,1,14,3,22,2,21,3,15,4,20,4,26,4,23,6,27,5,27,2,32,8,36,5,28,3,28,8,25,4,31,4,33,3,17,2,16,2,15,3,24,7,22,4,25,5,33,6,26,5,38,7,23,5,22,7,37,5,27,5,28,10,30,5,28,3,21,5,31,4,19,2,20,4,23,7,26,8,33,3,28,4,27,6,20,5,22,5,23,4,28,3,18,4,49,4,25,4,24,6,29,4,18,3,19,4,33,1,27,3,15,1,12,3,17,1,14,2,15,1,16
23,1,19,3,38,4,27,4,29,5,21,1,17,1,14,2,19,2,22,3,24,2,32,1,8,2,13,4,26,1,21,2,16,8,24,3,18,4,24,5,19,6,32,5,29,4,32,7,25,4,22,7,26,5,35,3,51,3,29,5,33,6,33,5,28,15,59,8,48,3,23,2,15,1,13,5,24,5,30,4,23,6,27,6,50,6,21,4,24,2,17,1,12,2,24,6,21,5,23,3,19,4,44,4,19,6,35,11,46,10,39,6,29,4,41,4,43,4,18,4,21,4,24,5,33,4,26,2,14,1,8,2,12,2,39,3,24,2,16,1,9,1,19,1,22,5,26,5,25,4,28,4,20,5,20,5,18,3,19,3,18,2,16,4,17,3,26,4,22,3,22,5,36,10,35,4,32,16,34,6,25,6,23,8,22,9,32,1,20,1,14,1,26,2,27,4,26,1,21,1,25,1,20,1,28,4,22,1,15,1,21,3,11,4,25,1,16,3,22,2,15,4,21,2,20,1,16,1,11,3,18,3,22,2,16,4,21,4,23,3,26,7,29,4,35,5,30,5,33,3,25,5,28,7,24,4,30,4,27,2,17,1,18,3,15,5,25,4,21,4,25,4,31,5,32,5,24,8,23,5,27,4,40,5,28,5,25,9,29,5,23,3,23,7,29,3,19,3,18,3,25,5,24,7,31,2,26,4,24,4,20,4,24,3,22,4,26,2,19,3,53,3,26,4,22,6,21,2,16,4,20,4,39,1,28,3,15,1,13,2,14,2,13,3,14,1,12
24,1,14,5,31,4,31,5,30,3,18,2,13,1,21,1,19,2,21,4,26,3,27,1,10,2,15,2,26,1,29,1,17,9,28,3,14,4,23,5,23,4,29,5,27,6,24,7,25,4,16,7,23,4,34,4,40,3,29,7,27,4,31,5,32,10,60,7,41,3,34,1,13,1,24,5,23,4,20,3,20,6,26,4,46,4,18,3,21,2,18,1,15,2,19,8,20,7,23,2,22,5,39,3,21,7,37,14,48,11,38,6,31,4,41,5,43,3,19,4,25,5,22,5,27,3,20,1,10,1,7,2,16,3,33,3,19,2,13,2,11,1,17,2,21,5,21,4,28,4,28,5,19,3,18,5,20,4,17,2,21,3,17,5,21,3,24,4,25,4,22,7,30,10,36,6,35,14,36,4,29,6,29,5,22,8,36,3,30,2,19,1,23,3,27,3,27,1,22,1,22,2,22,1,22,4,25,1,14,2,23,2,11,4,20,2,17,5,26,3,15,4,26,1,19,1,15,1,12,3,22,3,17,3,15,4,19,4,22,4,18,5,26,5,28,5,34,8,32,3,30,3,33,9,24,5,37,3,32,2,20,1,17,2,14,5,25,4,23,5,25,6,29,5,29,4,29,6,20,4,28,5,36,5,27,5,29,9,33,7,26,4,26,4,30,3,18,2,19,3,19,5,23,6,32,2,23,5,24,6,23,4,27,4,24,4,22,4,17,5,55,2,25,4,24,4,20,4,14,3,22,5,47,1,25,2,15,1,14,2,12,2,10,2,14,1,12
25,1,12,4,32,3,30,4,37,3,17,1,13,1,16,2,22,1,19,4,29,3,24,1,9,3,18,2,31,1,25,2,21,7,23,3,19,5,26,4,22,7,34,6,27,5,27,7,25,4,21,6,19,4,33,2,41,3,25,6,39,5,31,4,30,12,51,5,36,3,25,1,13,1,18,4,22,6,28,5,23,6,27,4,49,5,20,3,18,3,17,1,13,2,20,8,24,5,27,3,17,4,38,5,19,6,46,13,49,12,35,6,29,2,38,5,38,3,19,4,24,6,25,5,28,4,22,1,12,1,8,1,14,4,40,4,17,2,14,1,10,1,17,2,19,5,26,5,26,3,24,4,21,5,18,4,21,4,18,3,19,2,20,4,19,2,23,5,22,3,29,6,32,11,38,5,37,14,40,4,28,6,25,7,25,8,38,3,28,1,18,1,21,4,23,5,24,1,21,2,21,3,26,2,24,3,20,1,13,2,19,2,11,3,26,2,17,4,20,2,15,4,20,2,22,1,19,1,17,3,18,3,18,2,14,5,20,4,20,3,22,7,33,5,25,6,32,8,39,3,25,4,35,7,23,4,37,3,27,1,20,2,15,3,16,3,30,4,24,5,23,4,33,3,30,4,25,6,21,4,28,5,37,6,27,6,27,8,28,6,29,2,22,5,27,4,18,2,20,2,20,6,27,6,35,3,24,4,27,5,25,4,24,3,23,4,23,2,18,5,65,3,25,3,22,6,23,3,17,3,21,3,42,1,24,2,13,1,12,2,13,2,11,2,14,1,14
26,1,12,3,33,4,28,5,28,4,17,2,14,2,21,2,39,3,34,3,28,3,31,2,9,3,21,2,24,1,21,1,18,7,27,2,14,4,22,4,23,6,30,5,29,6,59,6,37,2,19,6,22,4,37,4,45,3,25,7,29,6,28,2,32,10,49,7,33,3,23,1,17,1,19,5,24,4,20,3,27,7,26,5,47,4,18,4,25,1,21,1,14,3,21,6,22,6,23,2,17,5,33,3,23,7,39,14,51,10,36,7,28,4,37,6,42,5,18,4,26,3,24,3,23,3,22,2,11,1,6,1,15,3,40,4,15,2,13,1,16,1,19,1,19,5,21,5,26,3,30,5,18,5,20,4,20,4,20,3,25,3,17,3,20,5,21,4,23,4,25,6,30,8,36,6,36,16,37,6,29,3,23,8,26,9,40,3,30,1,16,1,27,5,25,3,20,1,20,2,22,1,25,2,27,1,21,2,12,3,22,3,13,4,25,2,15,3,19,2,14,3,19,3,17,1,18,1,15,2,20,2,16,3,17,3,20,4,22,5,23,5,32,5,28,4,32,7,47,5,25,4,29,6,26,4,39,4,28,2,18,1,15,2,15,4,27,5,23,5,28,4,35,6,29,3,31,6,25,5,30,4,34,5,27,5,24,8,28,6,30,3,27,5,28,3,18,2,22,3,20,6,27,7,38,2,24,4,25,5,23,4,22,6,31,4,28,3,18,4,61,4,25,3,17,5,25,2,16,3,20,4,39,1,24,3,13,1,10,2,20,1,11,3,15,1,11
27,1,13,4,26,5,26,5,27,3,17,2,11,3,28,1,57,3,38,3,22,3,28,1,9,5,27,3,25,1,24,1,19,6,23,4,18,3,23,4,24,6,31,3,27,6,65,4,52,4,19,5,26,4,38,3,34,3,24,6,32,7,23,4,28,9,48,6,29,2,24,1,13,1,17,7,23,4,28,4,30,8,29,5,48,5,21,2,26,3,19,1,15,4,21,6,28,5,31,3,18,3,36,4,18,5,47,10,52,11,36,6,32,4,35,5,41,4,16,6,26,5,25,4,23,3,19,2,11,1,8,1,13,3,36,3,20,2,12,1,10,1,24,2,26,5,22,4,23,4,25,4,19,6,22,5,21,4,20,3,21,3,19,3,20,3,22,4,25,5,26,6,40,8,44,4,38,16,39,6,27,5,28,8,24,7,37,2,21,1,18,1,19,4,25,2,20,1,23,1,21,4,27,2,28,5,20,1,12,2,23,3,12,5,28,1,14,4,19,2,16,3,20,2,19,1,21,1,13,2,19,2,18,2,17,3,19,4,23,4,23,9,26,6,32,2,35,9,50,3,31,5,36,6,22,3,29,2,29,1,19,2,15,3,12,4,28,2,21,4,38,3,37,3,31,3,32,7,24,4,27,4,36,5,39,5,25,8,36,5,25,3,23,6,32,4,20,3,20,1,20,5,25,9,41,3,31,4,26,5,26,3,28,5,21,6,27,3,17,4,47,4,26,3,23,6,32,2,17,4,20,4,34,1,27,2,14,1,14,2,16,2,12,2,12,1,15
28,1,14,4,26,5,28,5,28,4,19,1,11,2,29,3,45,2,41,3,23,3,25,1,15,3,22,4,30,1,24,1,20,8,25,2,20,4,22,4,23,7,26,6,35,6,54,7,53,4,21,5,19,4,29,3,35,4,26,6,28,6,26,5,32,10,46,7,30,3,27,2,14,2,14,6,23,4,27,3,25,6,25,6,51,4,19,4,18,3,19,1,11,2,24,7,24,5,22,3,17,5,33,4,19,8,40,12,54,12,34,6,26,5,40,2,40,3,17,4,25,3,24,3,23,2,21,1,10,1,6,1,15,3,31,3,17,2,13,2,8,1,22,1,22,5,22,5,28,4,28,4,25,5,24,4,18,3,16,2,19,3,21,4,20,4,21,5,22,4,32,5,34,5,37,4,35,17,39,6,24,7,24,7,28,6,37,1,27,2,16,1,23,5,28,3,21,1,24,2,19,1,20,2,27,2,21,1,15,2,25,2,9,3,26,2,15,4,19,2,16,3,19,2,18,1,24,1,15,4,19,2,18,2,17,3,20,4,21,4,19,4,32,6,29,4,31,8,39,4,32,5,31,7,27,6,24,4,26,2,17,2,14,1,17,5,32,6,25,4,23,5,34,5,36,4,28,4,25,5,29,7,42,8,35,4,23,9,27,5,30,3,25,5,30,3,20,2,18,4,25,5,24,10,41,3,40,5,27,5,21,2,27,3,21,4,23,4,19,5,46,3,27,3,24,5,28,2,15,2,22,3,28,1,24,3,18,1,10,2,18,2,13,2,15,1,12
